Key_Field,Source_Key,Policy_Date,Policy_Year,Policy_Month,Policy_Quarter,Domicile_Country,PolicyHolder_name,Country_Origin,Product_Descr,Branch,Country_Office,Broker,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,Industry,LOB,Big_Policy_Ind,Source,Cross_Product,SUB_LOB1,SUB_LOB2,PremiumAmount,LossAmount,Loss_Cnt,Loss_Cntgt0,Loss_Cntgt1000,LossRatio,Linkage1,Linkage2,Linkage3
3770,Name1595Source2,12/28/2010,2010,12,Q4,FRA,Name1595,FRA,PRODUCT3016,BRANCH2,GB,BROKER20,No,B,Yes,No,Yes,No,Industry2,LOB2,No,Source2,P4,,,17000,40000,10,1,1,2.352941176,0,1,0
3771,Name1596Source3,12/29/2010,2010,12,Q4,USA,Name1596,USA,,BRANCH3,SGP,BROKER21,No,B,No,Yes,Yes,No,Industry3,LOB3,No,Source3,P5,,,17100,0,0,0,0,0,0,1,0
3772,Name1597Source1,12/30/2010,2010,12,Q4,GB,Name1597,GB,PRODUCT3017,BRANCH1,USA,BROKER22,Yes,A,Yes,No,No,No,Industry4,LOB4,Yes,Source1,P6,,,17200,0,0,0,0,0,0,1,0
3773,Name1598Source2,12/31/2010,2010,12,Q4,CHN,Name1598,CHN,PRODUCT3018,BRANCH2,GB,BROKER23,No,B,Yes,No,Yes,No,Industry5,LOB5,No,Source2,P7,,,17300,0,0,0,0,0,1,1,0
3774,Name1599Source3,1/1/2011,2011,1,Q1,IRE,Name1599,IRE,PRODUCT3019,BRANCH3,SGP,BROKER24,No,B,No,No,Yes,Yes,Industry6,LOB6,No,Source3,P1,L270,,17400,0,0,0,0,0,1,1,0
3775,Name1600Source1,1/2/2011,2011,1,Q1,SPN,Name1600,SPN,PRODUCT3020,BRANCH1,USA,BROKER25,Yes,A,Yes,No,Yes,No,Industry7,LOB1,Yes,Source1,P2,,L271,17500,0,0,0,0,0,1,1,0
3776,Name1601Source2,1/3/2011,2011,1,Q1,ITA,Name1601,ITA,,BRANCH2,GB,BROKER1,No,B,Yes,Yes,No,No,Industry8,LOB2,No,Source2,P3,,,17600,0,0,0,0,0,1,1,0
3777,Name1602Source3,1/4/2011,2011,1,Q1,GER,Name1602,GER,PRODUCT3021,BRANCH3,SGP,BROKER2,No,B,No,No,Yes,No,Industry9,LOB3,No,Source3,P4,,,17700,0,0,0,0,0,1,1,0
3778,Name1603Source1,1/5/2011,2011,1,Q1,AUS,Name1603,AUS,PRODUCT3022,BRANCH1,USA,BROKER3,Yes,A,Yes,No,Yes,No,Industry10,LOB4,Yes,Source1,P5,,,17800,0,0,0,0,0,1,1,0
3779,Name1604Source2,1/6/2011,2011,1,Q1,UAE,Name1604,UAE,PRODUCT3023,BRANCH2,GB,BROKER4,No,B,Yes,No,Yes,No,Industry11,LOB5,No,Source2,P6,,,17900,0,0,0,0,0,1,1,0
3780,Name1605Source3,1/7/2011,2011,1,Q1,SGP,Name1605,SGP,PRODUCT3024,BRANCH3,SGP,BROKER5,No,B,No,No,No,Yes,Industry12,LOB6,No,Source3,P7,,,18000,800,1,1,0,0.044444444,1,1,0
3781,Name1606Source1,1/8/2011,2011,1,Q1,MEX,Name1606,MEX,,BRANCH1,USA,BROKER6,Yes,A,Yes,Yes,Yes,No,Industry13,LOB1,Yes,Source1,P1,L271,,18100,900,1,1,0,0.049723757,1,1,0
3782,Name1607Source2,1/9/2011,2011,1,Q1,CAN,Name1607,CAN,PRODUCT3025,BRANCH2,GB,BROKER7,No,B,Yes,No,Yes,No,Industry14,LOB2,No,Source2,P2,,L272,18200,1200,5,1,1,0.065934066,1,1,0
3783,Name1608Source3,1/10/2011,2011,1,Q1,FRA,Name1608,FRA,PRODUCT3026,BRANCH3,SGP,BROKER8,No,B,No,No,Yes,No,Industry15,LOB3,No,Source3,P3,,,18300,40000,10,1,1,2.18579235,1,1,0
3784,Name1609Source1,1/11/2011,2011,1,Q1,USA,Name1609,USA,PRODUCT3027,BRANCH1,USA,BROKER9,Yes,A,Yes,No,No,No,Industry16,LOB4,Yes,Source1,P4,,,18400,0,0,0,0,0,1,1,0
3785,Name1610Source2,1/12/2011,2011,1,Q1,GB,Name1610,GB,PRODUCT3028,BRANCH2,GB,BROKER10,No,B,Yes,No,Yes,No,Industry17,LOB5,No,Source2,P5,,,18500,0,0,0,0,0,1,1,0
3786,Name1611Source3,1/13/2011,2011,1,Q1,CHN,Name1611,CHN,,BRANCH3,SGP,BROKER11,No,B,No,Yes,Yes,Yes,Industry18,LOB6,No,Source3,P6,,,18600,0,0,0,0,0,1,1,0
3787,Name1612Source1,1/14/2011,2011,1,Q1,IRE,Name1612,IRE,PRODUCT3029,BRANCH1,USA,BROKER12,Yes,A,Yes,No,Yes,No,Industry19,LOB1,Yes,Source1,P7,,,18700,0,0,0,0,0,1,1,0
3788,Name1613Source2,1/15/2011,2011,1,Q1,SPN,Name1613,SPN,PRODUCT3030,BRANCH2,GB,BROKER13,No,B,Yes,No,No,No,Industry20,LOB2,No,Source2,P1,L271,,18800,0,0,0,0,0,1,1,0
3789,Name1614Source3,1/16/2011,2011,1,Q1,ITA,Name1614,ITA,PRODUCT3031,BRANCH3,SGP,BROKER14,No,B,No,No,Yes,No,Industry21,LOB3,No,Source3,P2,,L272,18900,0,0,0,0,0,1,1,0
3790,Name1615Source1,1/17/2011,2011,1,Q1,GER,Name1615,GER,PRODUCT3032,BRANCH1,USA,BROKER15,Yes,A,Yes,No,Yes,No,Industry22,LOB4,Yes,Source1,P3,,,19000,0,0,0,0,0,1,1,0
3791,Name1616Source2,1/18/2011,2011,1,Q1,AUS,Name1616,AUS,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,Yes,No,Industry23,LOB5,No,Source2,P4,,,19100,0,0,0,0,0,1,1,0
3792,Name1617Source3,1/19/2011,2011,1,Q1,UAE,Name1617,UAE,PRODUCT3033,BRANCH3,SGP,BROKER17,No,B,No,No,No,Yes,Industry24,LOB6,No,Source3,P5,,,19200,0,0,0,0,0,1,1,0
3793,Name1618Source1,1/20/2011,2011,1,Q1,SGP,Name1618,SGP,PRODUCT3034,BRANCH1,USA,BROKER18,Yes,A,Yes,No,Yes,No,Industry25,LOB1,Yes,Source1,P6,,,19300,800,1,1,0,0.041450777,1,1,0
3794,Name1619Source2,1/21/2011,2011,1,Q1,MEX,Name1619,MEX,PRODUCT3035,BRANCH2,GB,BROKER19,No,B,Yes,No,Yes,No,Industry26,LOB2,No,Source2,P7,,,19400,900,1,1,0,0.046391753,1,1,0
3795,Name1620Source3,1/22/2011,2011,1,Q1,CAN,Name1620,CAN,PRODUCT3036,BRANCH3,SGP,BROKER20,No,B,No,No,Yes,No,Industry27,LOB3,No,Source3,P1,L272,,19500,1200,5,1,1,0.061538462,1,1,0
3796,Name1621Source1,1/23/2011,2011,1,Q1,FRA,Name1621,FRA,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,No,No,Industry28,LOB4,Yes,Source1,P2,,L273,19600,40000,10,1,1,2.040816327,1,1,0
3797,Name1622Source2,1/24/2011,2011,1,Q1,USA,Name1622,USA,PRODUCT3037,BRANCH2,GB,BROKER22,No,B,Yes,No,Yes,No,Industry29,LOB5,No,Source2,P3,,,19700,0,0,0,0,0,1,1,0
3798,Name1623Source3,1/25/2011,2011,1,Q1,GB,Name1623,GB,PRODUCT3038,BRANCH3,SGP,BROKER23,No,B,No,No,Yes,Yes,Industry30,LOB6,No,Source3,P4,,,19800,0,0,0,0,0,1,1,0
3799,Name1624Source1,1/26/2011,2011,1,Q1,CHN,Name1624,CHN,PRODUCT3039,BRANCH1,USA,BROKER24,Yes,A,Yes,No,Yes,No,Industry31,LOB1,Yes,Source1,P5,,,19900,0,0,0,0,0,1,1,0
3800,Name1625Source2,1/27/2011,2011,1,Q1,IRE,Name1625,IRE,PRODUCT3040,BRANCH2,GB,BROKER25,No,B,Yes,No,No,No,Industry32,LOB2,No,Source2,P6,,,20000,0,0,0,0,0,1,1,0
3801,Name1626Source3,1/28/2011,2011,1,Q1,SPN,Name1626,SPN,,BRANCH3,SGP,BROKER1,No,B,No,Yes,Yes,No,Industry33,LOB3,No,Source3,P7,,,20100,0,0,0,0,0,1,1,0
3802,Name1627Source1,1/29/2011,2011,1,Q1,ITA,Name1627,ITA,PRODUCT3041,BRANCH1,USA,BROKER2,Yes,A,Yes,No,Yes,No,Industry34,LOB4,Yes,Source1,P1,L272,,20200,0,0,0,0,0,1,1,0
3803,Name1628Source2,1/30/2011,2011,1,Q1,GER,Name1628,GER,PRODUCT3042,BRANCH2,GB,BROKER3,No,B,Yes,No,Yes,No,Industry35,LOB5,No,Source2,P2,,L273,20300,0,0,0,0,0,1,1,0
3804,Name1629Source3,1/31/2011,2011,1,Q1,AUS,Name1629,AUS,PRODUCT3043,BRANCH3,SGP,BROKER4,No,B,No,No,No,Yes,Industry36,LOB6,No,Source3,P3,,,20400,0,0,0,0,0,1,1,0
3805,Name1630Source1,2/1/2011,2011,2,Q1,UAE,Name1630,UAE,PRODUCT3044,BRANCH1,USA,BROKER5,Yes,A,Yes,No,Yes,No,Industry37,LOB1,Yes,Source1,P4,,,20500,0,0,0,0,0,1,1,0
3806,Name1631Source2,2/2/2011,2011,2,Q1,SGP,Name1631,SGP,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,Yes,No,Industry38,LOB2,No,Source2,P5,,,20600,800,1,1,0,0.038834951,1,1,0
3807,Name1632Source3,2/3/2011,2011,2,Q1,MEX,Name1632,MEX,PRODUCT3045,BRANCH3,SGP,BROKER7,No,B,No,No,Yes,No,Industry39,LOB3,No,Source3,P6,,,20700,900,1,1,0,0.043478261,1,1,0
3808,Name1633Source1,2/4/2011,2011,2,Q1,CAN,Name1633,CAN,PRODUCT3046,BRANCH1,USA,BROKER8,Yes,A,Yes,No,No,No,Industry40,LOB4,Yes,Source1,P7,,,20800,1200,5,1,1,0.057692308,1,1,0
3809,Name1634Source2,2/5/2011,2011,2,Q1,FRA,Name1634,FRA,PRODUCT3047,BRANCH2,GB,BROKER9,No,B,Yes,No,Yes,No,Industry41,LOB5,No,Source2,P1,L273,,20900,40000,10,1,1,1.913875598,1,1,0
3810,Name1635Source3,2/6/2011,2011,2,Q1,USA,Name1635,USA,PRODUCT3048,BRANCH3,SGP,BROKER10,No,B,No,No,Yes,Yes,Industry42,LOB6,No,Source3,P2,,L274,21000,0,0,0,0,0,1,1,0
3811,Name1636Source1,2/7/2011,2011,2,Q1,GB,Name1636,GB,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,Yes,No,Industry43,LOB1,Yes,Source1,P3,,,21100,0,0,0,0,0,1,1,0
3812,Name1637Source2,2/8/2011,2011,2,Q1,CHN,Name1637,CHN,PRODUCT3049,BRANCH2,GB,BROKER12,No,B,Yes,No,No,No,Industry44,LOB2,No,Source2,P4,,,21200,0,0,0,0,0,1,1,0
3813,Name1638Source3,2/9/2011,2011,2,Q1,IRE,Name1638,IRE,PRODUCT3050,BRANCH3,SGP,BROKER13,No,B,No,No,Yes,No,Industry45,LOB3,No,Source3,P5,,,21300,0,0,0,0,0,1,1,0
3814,Name1639Source1,2/10/2011,2011,2,Q1,SPN,Name1639,SPN,PRODUCT3051,BRANCH1,USA,BROKER14,Yes,A,Yes,No,Yes,No,Industry46,LOB4,Yes,Source1,P6,,,21400,0,0,0,0,0,1,1,0
3815,Name1640Source2,2/11/2011,2011,2,Q1,ITA,Name1640,ITA,PRODUCT3052,BRANCH2,GB,BROKER15,No,B,Yes,No,Yes,No,Industry47,LOB5,No,Source2,P7,,,21500,0,0,0,0,0,1,1,0
3816,Name1641Source3,2/12/2011,2011,2,Q1,GER,Name1641,GER,,BRANCH3,SGP,BROKER16,No,B,No,Yes,No,Yes,Industry48,LOB6,No,Source3,P1,L273,,21600,0,0,0,0,0,1,1,0
3817,Name1642Source1,2/13/2011,2011,2,Q1,AUS,Name1642,AUS,PRODUCT3053,BRANCH1,USA,BROKER17,Yes,A,Yes,No,Yes,No,Industry49,LOB1,Yes,Source1,P2,,L274,21700,0,0,0,0,0,1,1,0
3818,Name1643Source2,2/14/2011,2011,2,Q1,UAE,Name1643,UAE,PRODUCT3054,BRANCH2,GB,BROKER18,No,B,Yes,No,Yes,No,Industry50,LOB2,No,Source2,P3,,,21800,0,0,0,0,0,1,1,0
3819,Name1644Source3,2/15/2011,2011,2,Q1,SGP,Name1644,SGP,PRODUCT3055,BRANCH3,SGP,BROKER19,No,B,No,No,Yes,No,Industry51,LOB3,No,Source3,P4,,,21900,800,1,1,0,0.03652968,1,1,0
3820,Name1645Source1,2/16/2011,2011,2,Q1,MEX,Name1645,MEX,PRODUCT3056,BRANCH1,USA,BROKER20,Yes,A,Yes,No,No,No,Industry52,LOB4,Yes,Source1,P5,,,22000,900,1,1,0,0.040909091,1,1,0
3821,Name1646Source2,2/17/2011,2011,2,Q1,CAN,Name1646,CAN,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,Yes,No,Industry53,LOB5,No,Source2,P6,,,22100,1200,5,1,1,0.054298643,1,1,0
3822,Name1647Source3,2/18/2011,2011,2,Q1,FRA,Name1647,FRA,PRODUCT3057,BRANCH3,SGP,BROKER22,No,B,No,No,Yes,Yes,Industry54,LOB6,No,Source3,P7,,,22200,40000,10,1,1,1.801801802,1,1,0
3823,Name1648Source1,2/19/2011,2011,2,Q1,USA,Name1648,USA,PRODUCT3058,BRANCH1,USA,BROKER23,Yes,A,Yes,No,Yes,No,Industry55,LOB1,Yes,Source1,P1,L274,,22300,0,0,0,0,0,1,1,0
3824,Name1649Source2,2/20/2011,2011,2,Q1,GB,Name1649,GB,PRODUCT3059,BRANCH2,GB,BROKER24,No,B,Yes,No,No,No,Industry56,LOB2,No,Source2,P2,,L275,22400,0,0,0,0,0,1,1,0
3825,Name1650Source3,2/21/2011,2011,2,Q1,CHN,Name1650,CHN,PRODUCT3060,BRANCH3,SGP,BROKER25,No,B,No,No,Yes,No,Industry57,LOB3,No,Source3,P3,,,22500,0,0,0,0,0,1,1,0
3826,Name1651Source1,2/22/2011,2011,2,Q1,IRE,Name1651,IRE,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,Yes,No,Industry58,LOB4,Yes,Source1,P4,,,22600,0,0,0,0,0,1,1,0
3827,Name1652Source2,2/23/2011,2011,2,Q1,SPN,Name1652,SPN,PRODUCT3061,BRANCH2,GB,BROKER2,No,B,Yes,No,Yes,No,Industry59,LOB5,No,Source2,P5,,,22700,0,0,0,0,0,1,1,0
3828,Name1653Source3,2/24/2011,2011,2,Q1,ITA,Name1653,ITA,PRODUCT3062,BRANCH3,SGP,BROKER3,No,B,No,No,No,Yes,Industry60,LOB6,No,Source3,P6,,,22800,0,0,0,0,0,1,1,0
3829,Name1654Source1,2/25/2011,2011,2,Q1,GER,Name1654,GER,PRODUCT3063,BRANCH1,USA,BROKER4,Yes,A,Yes,No,Yes,No,Industry61,LOB1,Yes,Source1,P7,,,22900,0,0,0,0,0,1,1,0
3830,Name1655Source2,2/26/2011,2011,2,Q1,AUS,Name1655,AUS,PRODUCT3064,BRANCH2,GB,BROKER5,No,B,Yes,No,Yes,No,Industry62,LOB2,No,Source2,P1,L274,,23000,0,0,0,0,0,1,1,0
3831,Name1656Source3,2/27/2011,2011,2,Q1,UAE,Name1656,UAE,,BRANCH3,SGP,BROKER6,No,B,No,Yes,Yes,No,Industry63,LOB3,No,Source3,P2,,L275,23100,0,0,0,0,0,1,1,0
3832,Name1657Source1,2/28/2011,2011,2,Q1,SGP,Name1657,SGP,PRODUCT3065,BRANCH1,USA,BROKER7,Yes,A,Yes,No,No,No,Industry64,LOB4,Yes,Source1,P3,,,23200,800,1,1,0,0.034482759,1,1,0
3833,Name1658Source2,3/1/2011,2011,3,Q1,MEX,Name1658,MEX,PRODUCT3066,BRANCH2,GB,BROKER8,No,B,Yes,No,Yes,No,Industry65,LOB5,No,Source2,P4,,,23300,900,1,1,0,0.038626609,1,1,0
3834,Name1659Source3,3/2/2011,2011,3,Q1,CAN,Name1659,CAN,PRODUCT3067,BRANCH3,SGP,BROKER9,No,B,No,No,Yes,Yes,Industry66,LOB6,No,Source3,P5,,,23400,1200,5,1,1,0.051282051,1,1,0
3835,Name1660Source1,3/3/2011,2011,3,Q1,FRA,Name1660,FRA,PRODUCT3068,BRANCH1,USA,BROKER10,Yes,A,Yes,No,Yes,No,Industry67,LOB1,Yes,Source1,P6,,,23500,40000,10,1,1,1.70212766,1,1,0
3836,Name1661Source2,3/4/2011,2011,3,Q1,USA,Name1661,USA,,BRANCH2,GB,BROKER11,No,B,Yes,Yes,No,No,Industry68,LOB2,No,Source2,P7,,,23600,0,0,0,0,0,1,1,0
3837,Name1662Source3,3/5/2011,2011,3,Q1,GB,Name1662,GB,PRODUCT3069,BRANCH3,SGP,BROKER12,No,B,No,No,Yes,No,Industry69,LOB3,No,Source3,P1,L275,,23700,0,0,0,0,0,1,1,0
3838,Name1663Source1,3/6/2011,2011,3,Q1,CHN,Name1663,CHN,PRODUCT3070,BRANCH1,USA,BROKER13,Yes,A,Yes,No,Yes,No,Industry70,LOB4,Yes,Source1,P2,,L276,23800,0,0,0,0,0,1,1,0
3839,Name1664Source2,3/7/2011,2011,3,Q1,IRE,Name1664,IRE,PRODUCT3071,BRANCH2,GB,BROKER14,No,B,Yes,No,Yes,No,Industry71,LOB5,No,Source2,P3,,,23900,0,0,0,0,0,1,1,0
3840,Name1665Source3,3/8/2011,2011,3,Q1,SPN,Name1665,SPN,PRODUCT3072,BRANCH3,SGP,BROKER15,No,B,No,No,No,Yes,Industry72,LOB6,No,Source3,P4,,,24000,0,0,0,0,0,1,1,0
3841,Name1666Source1,3/9/2011,2011,3,Q1,ITA,Name1666,ITA,,BRANCH1,USA,BROKER16,Yes,A,Yes,Yes,Yes,No,Industry73,LOB1,Yes,Source1,P5,,,24100,0,0,0,0,0,1,1,0
3842,Name1667Source2,3/10/2011,2011,3,Q1,GER,Name1667,GER,PRODUCT3073,BRANCH2,GB,BROKER17,No,B,Yes,No,Yes,No,Industry74,LOB2,No,Source2,P6,,,24200,0,0,0,0,0,1,1,0
3843,Name1668Source3,3/11/2011,2011,3,Q1,AUS,Name1668,AUS,PRODUCT3074,BRANCH3,SGP,BROKER18,No,B,No,No,Yes,No,Industry75,LOB3,No,Source3,P7,,,24300,0,0,0,0,0,1,1,0
3844,Name1669Source1,3/12/2011,2011,3,Q1,UAE,Name1669,UAE,PRODUCT3075,BRANCH1,USA,BROKER19,Yes,A,Yes,No,No,No,Industry76,LOB4,Yes,Source1,P1,L275,,24400,0,0,0,0,0,1,1,0
3845,Name1670Source2,3/13/2011,2011,3,Q1,SGP,Name1670,SGP,PRODUCT3076,BRANCH2,GB,BROKER20,No,B,Yes,No,Yes,No,Industry77,LOB5,No,Source2,P2,,L276,24500,800,1,1,0,0.032653061,1,1,0
3846,Name1671Source3,3/14/2011,2011,3,Q1,MEX,Name1671,MEX,,BRANCH3,SGP,BROKER21,No,B,No,Yes,Yes,Yes,Industry78,LOB6,No,Source3,P3,,,24600,900,1,1,0,0.036585366,1,1,0
3847,Name1672Source1,3/15/2011,2011,3,Q1,CAN,Name1672,CAN,PRODUCT3077,BRANCH1,USA,BROKER22,Yes,A,Yes,No,Yes,No,Industry79,LOB1,Yes,Source1,P4,,,24700,1200,5,1,1,0.048582996,1,1,0
3848,Name1673Source2,3/16/2011,2011,3,Q1,FRA,Name1673,FRA,PRODUCT3078,BRANCH2,GB,BROKER23,No,B,Yes,No,No,No,Industry80,LOB2,No,Source2,P5,,,24800,40000,10,1,1,1.612903226,1,1,0
3849,Name1674Source3,3/17/2011,2011,3,Q1,USA,Name1674,USA,PRODUCT3079,BRANCH3,SGP,BROKER24,No,B,No,No,Yes,No,Industry81,LOB3,No,Source3,P6,,,24900,0,0,0,0,0,1,1,0
3850,Name1675Source1,3/18/2011,2011,3,Q1,GB,Name1675,GB,PRODUCT3080,BRANCH1,USA,BROKER25,Yes,A,Yes,No,Yes,No,Industry82,LOB4,Yes,Source1,P7,,,25000,0,0,0,0,0,1,1,0
3851,Name1676Source2,3/19/2011,2011,3,Q1,CHN,Name1676,CHN,,BRANCH2,GB,BROKER1,No,B,Yes,Yes,Yes,No,Industry83,LOB5,No,Source2,P1,L276,,25100,0,0,0,0,0,1,1,0
3852,Name1677Source3,3/20/2011,2011,3,Q1,IRE,Name1677,IRE,PRODUCT3081,BRANCH3,SGP,BROKER2,No,B,No,No,No,Yes,Industry84,LOB6,No,Source3,P2,,L277,25200,0,0,0,0,0,1,1,0
3853,Name1678Source1,3/21/2011,2011,3,Q1,SPN,Name1678,SPN,PRODUCT3082,BRANCH1,USA,BROKER3,Yes,A,Yes,No,Yes,No,Industry85,LOB1,Yes,Source1,P3,,,25300,0,0,0,0,0,1,1,0
3854,Name1679Source2,3/22/2011,2011,3,Q1,ITA,Name1679,ITA,PRODUCT3083,BRANCH2,GB,BROKER4,No,B,Yes,No,Yes,No,Industry86,LOB2,No,Source2,P4,,,25400,0,0,0,0,0,1,1,0
3855,Name1680Source3,3/23/2011,2011,3,Q1,GER,Name1680,GER,PRODUCT3084,BRANCH3,SGP,BROKER5,No,B,No,No,Yes,No,Industry87,LOB3,No,Source3,P5,,,25500,0,0,0,0,0,1,1,0
3856,Name1681Source1,3/24/2011,2011,3,Q1,AUS,Name1681,AUS,,BRANCH1,USA,BROKER6,Yes,A,Yes,Yes,No,No,Industry88,LOB4,Yes,Source1,P6,,,25600,0,0,0,0,0,1,1,0
3857,Name1682Source2,3/25/2011,2011,3,Q1,UAE,Name1682,UAE,PRODUCT3085,BRANCH2,GB,BROKER7,No,B,Yes,No,Yes,No,Industry89,LOB5,No,Source2,P7,,,25700,0,0,0,0,0,1,1,0
3858,Name1683Source3,3/26/2011,2011,3,Q1,SGP,Name1683,SGP,PRODUCT3086,BRANCH3,SGP,BROKER8,No,B,No,No,Yes,Yes,Industry90,LOB6,No,Source3,P1,L276,,25800,800,1,1,0,0.031007752,1,1,0
3859,Name1684Source1,3/27/2011,2011,3,Q1,MEX,Name1684,MEX,PRODUCT3087,BRANCH1,USA,BROKER9,Yes,A,Yes,No,Yes,No,Industry91,LOB1,Yes,Source1,P2,,L277,25900,900,1,1,0,0.034749035,1,1,0
3860,Name1685Source2,3/28/2011,2011,3,Q1,CAN,Name1685,CAN,PRODUCT3088,BRANCH2,GB,BROKER10,No,B,Yes,No,No,No,Industry92,LOB2,No,Source2,P3,,,26000,1200,5,1,1,0.046153846,1,1,0
3861,Name1686Source3,3/29/2011,2011,3,Q1,FRA,Name1686,FRA,,BRANCH3,SGP,BROKER11,No,B,No,Yes,Yes,No,Industry93,LOB3,No,Source3,P4,,,26100,40000,10,1,1,1.53256705,1,1,0
3862,Name1687Source1,3/30/2011,2011,3,Q1,USA,Name1687,USA,PRODUCT3089,BRANCH1,USA,BROKER12,Yes,A,Yes,No,Yes,No,Industry94,LOB4,Yes,Source1,P5,,,26200,0,0,0,0,0,1,1,0
3863,Name1688Source2,3/31/2011,2011,3,Q1,GB,Name1688,GB,PRODUCT3090,BRANCH2,GB,BROKER13,No,B,Yes,No,Yes,No,Industry95,LOB5,No,Source2,P6,,,26300,0,0,0,0,0,1,1,0
3864,Name1689Source3,4/1/2011,2011,4,Q2,CHN,Name1689,CHN,PRODUCT3091,BRANCH3,SGP,BROKER14,No,B,No,No,No,Yes,Industry96,LOB6,No,Source3,P7,,,26400,0,0,0,0,0,1,1,0
3865,Name1690Source1,4/2/2011,2011,4,Q2,IRE,Name1690,IRE,PRODUCT3092,BRANCH1,USA,BROKER15,Yes,A,Yes,No,Yes,No,Industry97,LOB1,Yes,Source1,P1,L277,,26500,0,0,0,0,0,1,1,0
3866,Name1691Source2,4/3/2011,2011,4,Q2,SPN,Name1691,SPN,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,Yes,No,Industry98,LOB2,No,Source2,P2,,L278,26600,0,0,0,0,0,1,1,0
3867,Name1692Source3,4/4/2011,2011,4,Q2,ITA,Name1692,ITA,PRODUCT3093,BRANCH3,SGP,BROKER17,No,B,No,No,Yes,No,Industry99,LOB3,No,Source3,P3,,,26700,0,0,0,0,0,1,1,0
3868,Name1693Source1,4/5/2011,2011,4,Q2,GER,Name1693,GER,PRODUCT3094,BRANCH1,USA,BROKER18,Yes,A,Yes,No,No,No,Industry100,LOB4,Yes,Source1,P4,,,26800,0,0,0,0,0,1,1,0
3869,Name1694Source2,4/6/2011,2011,4,Q2,AUS,Name1694,AUS,PRODUCT3095,BRANCH2,GB,BROKER19,No,B,Yes,No,Yes,No,Industry101,LOB5,No,Source2,P5,,,26900,0,0,0,0,0,1,1,0
3870,Name1695Source3,4/7/2011,2011,4,Q2,UAE,Name1695,UAE,PRODUCT3096,BRANCH3,SGP,BROKER20,No,B,No,No,Yes,Yes,Industry102,LOB6,No,Source3,P6,,,27000,0,0,0,0,0,1,1,0
3871,Name1696Source1,4/8/2011,2011,4,Q2,SGP,Name1696,SGP,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,Yes,No,Industry103,LOB1,Yes,Source1,P7,,,27100,800,1,1,0,0.029520295,1,1,0
3872,Name1697Source2,4/9/2011,2011,4,Q2,MEX,Name1697,MEX,PRODUCT3097,BRANCH2,GB,BROKER22,No,B,Yes,No,No,No,Industry104,LOB2,No,Source2,P1,L277,,27200,900,1,1,0,0.033088235,1,1,0
3873,Name1698Source3,4/10/2011,2011,4,Q2,CAN,Name1698,CAN,PRODUCT3098,BRANCH3,SGP,BROKER23,No,B,No,No,Yes,No,Industry105,LOB3,No,Source3,P2,,L278,27300,1200,5,1,1,0.043956044,1,1,0
3874,Name1699Source1,4/11/2011,2011,4,Q2,FRA,Name1699,FRA,PRODUCT3099,BRANCH1,USA,BROKER24,Yes,A,Yes,No,Yes,No,Industry106,LOB4,Yes,Source1,P3,,,27400,40000,10,1,1,1.459854015,1,1,0
3875,Name1700Source2,4/12/2011,2011,4,Q2,USA,Name1700,USA,PRODUCT3100,BRANCH2,GB,BROKER25,No,B,Yes,No,Yes,No,Industry107,LOB5,No,Source2,P4,,,27500,0,0,0,0,0,1,1,0
3876,Name1701Source3,4/13/2011,2011,4,Q2,GB,Name1701,GB,,BRANCH3,SGP,BROKER1,No,B,No,Yes,No,Yes,Industry108,LOB6,No,Source3,P5,,,27600,0,0,0,0,0,1,1,0
3877,Name1702Source1,4/14/2011,2011,4,Q2,CHN,Name1702,CHN,PRODUCT3101,BRANCH1,USA,BROKER2,Yes,A,Yes,No,Yes,No,Industry109,LOB1,Yes,Source1,P6,,,27700,0,0,0,0,0,1,1,0
3878,Name1703Source2,4/15/2011,2011,4,Q2,IRE,Name1703,IRE,PRODUCT3102,BRANCH2,GB,BROKER3,No,B,Yes,No,Yes,No,Industry110,LOB2,No,Source2,P7,,,27800,0,0,0,0,0,1,1,0
3879,Name1704Source3,4/16/2011,2011,4,Q2,SPN,Name1704,SPN,PRODUCT3103,BRANCH3,SGP,BROKER4,No,B,No,No,Yes,No,Industry111,LOB3,No,Source3,P1,L278,,27900,0,0,0,0,0,1,1,0
3880,Name1705Source1,4/17/2011,2011,4,Q2,ITA,Name1705,ITA,PRODUCT3104,BRANCH1,USA,BROKER5,Yes,A,Yes,No,No,No,Industry112,LOB4,Yes,Source1,P2,,L279,28000,0,0,0,0,0,1,1,0
3881,Name1706Source2,4/18/2011,2011,4,Q2,GER,Name1706,GER,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,Yes,No,Industry113,LOB5,No,Source2,P3,,,28100,0,0,0,0,0,1,1,0
